0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1, 0.000000, 0.000000, 0.000000, 0.000000, 0.003922
2, 0.013270, 0.000000, 0.000000, 0.013270, 0.007843
3, 0.013270, 0.000000, 0.000000, 0.013270, 0.011765
4, 0.016706, 0.000000, 0.000000, 0.016706, 0.015686
5, 0.021032, 0.000000, 0.000000, 0.021032, 0.019608
6, 0.021032, 0.000000, 0.000000, 0.021032, 0.023529
7, 0.013270, 0.013270, 0.000000, 0.026540, 0.027451
8, 0.016706, 0.013270, 0.000000, 0.029976, 0.031373
9, 0.021032, 0.013270, 0.000000, 0.034302, 0.035294
10, 0.026478, 0.013270, 0.000000, 0.039748, 0.039216
11, 0.026478, 0.016706, 0.000000, 0.043184, 0.043137
12, 0.016706, 0.016706, 0.013270, 0.046683, 0.047059
13, 0.021032, 0.016706, 0.013270, 0.051008, 0.050980
14, 0.041964, 0.013270, 0.000000, 0.055234, 0.054902
15, 0.021032, 0.021032, 0.016706, 0.058770, 0.058824
16, 0.041964, 0.021032, 0.000000, 0.062996, 0.062745
17, 0.033333, 0.033333, 0.000000, 0.066667, 0.066667
18, 0.033333, 0.021032, 0.016706, 0.071071, 0.070588
19, 0.026478, 0.026478, 0.021032, 0.073987, 0.074510
20, 0.052830, 0.026478, 0.000000, 0.079307, 0.078431
21, 0.052830, 0.016706, 0.013270, 0.082806, 0.082353
22, 0.033333, 0.026478, 0.026478, 0.086289, 0.086275
23, 0.052830, 0.021032, 0.016706, 0.090568, 0.090196
24, 0.052830, 0.041964, 0.000000, 0.094794, 0.094118
25, 0.041964, 0.041964, 0.013270, 0.097199, 0.098039
26, 0.041964, 0.033333, 0.026478, 0.101775, 0.101961
27, 0.052830, 0.026478, 0.026478, 0.105785, 0.105882
28, 0.066509, 0.026478, 0.016706, 0.109693, 0.109804
29, 0.083730, 0.016706, 0.013270, 0.113706, 0.113725
30, 0.083730, 0.021032, 0.013270, 0.118032, 0.117647
31, 0.083730, 0.021032, 0.016706, 0.121468, 0.121569
32, 0.083730, 0.041964, 0.000000, 0.125694, 0.125490
33, 0.066509, 0.041964, 0.021032, 0.129505, 0.129412
34, 0.066509, 0.033333, 0.033333, 0.133175, 0.133333
35, 0.052830, 0.041964, 0.041964, 0.136758, 0.137255
36, 0.066509, 0.041964, 0.033333, 0.141806, 0.141176
37, 0.105409, 0.026478, 0.013270, 0.145157, 0.145098
38, 0.132702, 0.016706, 0.000000, 0.149409, 0.149020
39, 0.105409, 0.026478, 0.021032, 0.152919, 0.152941
40, 0.083730, 0.052830, 0.021032, 0.157591, 0.156863
41, 0.105409, 0.041964, 0.013270, 0.160644, 0.160784
42, 0.105409, 0.033333, 0.026478, 0.165220, 0.164706
43, 0.105409, 0.041964, 0.021032, 0.168405, 0.168627
44, 0.132702, 0.026478, 0.013270, 0.172450, 0.172549
45, 0.083730, 0.066509, 0.026478, 0.176716, 0.176471
46, 0.167062, 0.013270, 0.000000, 0.180333, 0.180392
47, 0.083730, 0.083730, 0.016706, 0.184165, 0.184314
48, 0.167062, 0.021032, 0.000000, 0.188094, 0.188235
49, 0.083730, 0.066509, 0.041964, 0.192202, 0.192157
50, 0.132702, 0.041964, 0.021032, 0.195698, 0.196078
51, 0.105409, 0.052830, 0.041964, 0.200203, 0.200000
52, 0.083730, 0.066509, 0.052830, 0.203068, 0.203922
53, 0.132702, 0.041964, 0.033333, 0.208000, 0.207843
54, 0.132702, 0.052830, 0.026478, 0.212010, 0.211765
55, 0.105409, 0.083730, 0.026478, 0.215616, 0.215686
56, 0.167062, 0.052830, 0.000000, 0.219892, 0.219608
57, 0.210319, 0.013270, 0.000000, 0.223589, 0.223529
58, 0.132702, 0.052830, 0.041964, 0.227496, 0.227451
59, 0.210319, 0.021032, 0.000000, 0.231351, 0.231373
60, 0.167062, 0.041964, 0.026478, 0.235504, 0.235294
61, 0.105409, 0.066509, 0.066509, 0.238427, 0.239216
62, 0.132702, 0.083730, 0.026478, 0.242910, 0.243137
63, 0.167062, 0.066509, 0.013270, 0.246841, 0.247059
64, 0.167062, 0.041964, 0.041964, 0.250991, 0.250980
65, 0.132702, 0.105409, 0.016706, 0.254818, 0.254902
66, 0.132702, 0.105409, 0.021032, 0.259144, 0.258824
67, 0.210319, 0.052830, 0.000000, 0.263149, 0.262745
68, 0.167062, 0.066509, 0.033333, 0.266904, 0.266667
69, 0.210319, 0.033333, 0.026478, 0.270130, 0.270588
70, 0.167062, 0.066509, 0.041964, 0.275535, 0.274510
71, 0.132702, 0.132702, 0.013270, 0.278675, 0.278431
72, 0.132702, 0.132702, 0.016706, 0.282111, 0.282353
73, 0.167062, 0.066509, 0.052830, 0.286401, 0.286275
74, 0.210319, 0.066509, 0.013270, 0.290098, 0.290196
75, 0.210319, 0.083730, 0.000000, 0.294049, 0.294118
76, 0.264776, 0.033333, 0.000000, 0.298109, 0.298039
77, 0.264776, 0.021032, 0.016706, 0.302514, 0.301961
78, 0.167062, 0.105409, 0.033333, 0.305805, 0.305882
79, 0.210319, 0.066509, 0.033333, 0.310161, 0.309804
80, 0.167062, 0.132702, 0.013270, 0.313035, 0.313725
81, 0.264776, 0.052830, 0.000000, 0.317606, 0.317647
82, 0.132702, 0.105409, 0.083730, 0.321841, 0.321569
83, 0.167062, 0.105409, 0.052830, 0.325301, 0.325490
84, 0.210319, 0.066509, 0.052830, 0.329658, 0.329412
85, 0.333333, 0.000000, 0.000000, 0.333333, 0.333333
86, 0.210319, 0.105409, 0.021032, 0.336760, 0.337255
87, 0.167062, 0.132702, 0.041964, 0.341729, 0.341176
88, 0.264776, 0.066509, 0.013270, 0.344555, 0.345098
89, 0.210319, 0.105409, 0.033333, 0.349062, 0.349020
90, 0.167062, 0.132702, 0.052830, 0.352595, 0.352941
91, 0.210319, 0.132702, 0.013270, 0.356292, 0.356863
92, 0.167062, 0.167062, 0.026478, 0.360602, 0.360784
93, 0.264776, 0.066509, 0.033333, 0.364618, 0.364706
94, 0.210319, 0.105409, 0.052830, 0.368558, 0.368627
95, 0.333333, 0.026478, 0.013270, 0.373081, 0.372549
96, 0.333333, 0.026478, 0.016706, 0.376517, 0.376471
97, 0.333333, 0.026478, 0.021032, 0.380843, 0.380392
98, 0.264776, 0.066509, 0.052830, 0.384115, 0.384314
99, 0.333333, 0.041964, 0.013270, 0.388568, 0.388235
100, 0.333333, 0.041964, 0.016706, 0.392004, 0.392157
101, 0.210319, 0.132702, 0.052830, 0.395851, 0.396078
102, 0.333333, 0.033333, 0.033333, 0.400000, 0.400000
103, 0.210319, 0.167062, 0.026478, 0.403859, 0.403922
104, 0.333333, 0.052830, 0.021032, 0.407195, 0.407843
105, 0.264776, 0.105409, 0.041964, 0.412150, 0.411765
